# parsed arguments: Namespace(benchmark='Qe2161', dsl='meta_visqa', skeletons='visqa_normal', strategy='TaPas_C', fallback='auto', timeout=300, mode='full', expected_only=False)
# loading benchmark...
# table keywords: {'52', '70', 'rating', 'aut', '53', 'kor', 'prt', 'bel', 'color', '75', 'nld', 'country', '62', 'gbr', 'irl', '64', 'fin', '61', '48', '59', 'aus', '54', '42', '66', 'usa', 'swe', '57', 'ita', '56', 'esp', 'jpn', '76', 'nor', 'deu', '49', 'dnk', '60', 'blue', 'fra', '0', 'can', 'che'}
# input type: [dtype('O'), dtype('int64'), dtype('O')]
# input is:
   country  rating color
# (t=0.45) fallback i=0, candidate=[{'ANSWER': 0}]
  # found 0 program(s)
# (t=0.90) fallback i=1, candidate=[{'ANSWER': 42}]
  # found 0 program(s)
# (t=1.35) fallback i=2, candidate=[{'ANSWER': 48}]
  # found 0 program(s)
# (t=1.81) fallback i=3, candidate=[{'ANSWER': 49}]
  # found 0 program(s)
# (t=2.25) fallback i=4, candidate=[{'ANSWER': 52}]
  # found 0 program(s)
# (t=2.70) fallback i=5, candidate=[{'ANSWER': 53}]
  # found 0 program(s)
# (t=3.15) fallback i=6, candidate=[{'ANSWER': 54}]
  # found 0 program(s)
# (t=3.59) fallback i=7, candidate=[{'ANSWER': 56}]
  # found 0 program(s)
# (t=4.04) fallback i=8, candidate=[{'ANSWER': 57}]
  # found 0 program(s)
# (t=4.49) fallback i=9, candidate=[{'ANSWER': 59}]
  # found 0 program(s)
# (t=4.94) fallback i=10, candidate=[{'ANSWER': 60}]
  # found 0 program(s)
# (t=5.40) fallback i=11, candidate=[{'ANSWER': 61}]
  # found 0 program(s)
# (t=5.85) fallback i=12, candidate=[{'ANSWER': 62}]
  # found 0 program(s)
# (t=6.30) fallback i=13, candidate=[{'ANSWER': 64}]
  # found 0 program(s)
# (t=6.76) fallback i=14, candidate=[{'ANSWER': 66}]
  # found 0 program(s)
# (t=7.21) fallback i=15, candidate=[{'ANSWER': 70}]
  # found 0 program(s)
# (t=7.67) fallback i=16, candidate=[{'ANSWER': 75}]
  # found 0 program(s)
# (t=8.13) fallback i=17, candidate=[{'ANSWER': 76}]
  # found 0 program(s)
# (t=8.58) fallback i=18, candidate=[{'ANSWER': 'AUS'}]
  # found 0 program(s)
# (t=9.04) fallback i=19, candidate=[{'ANSWER': 'AUT'}]
  # found 0 program(s)
# (t=9.50) fallback i=20, candidate=[{'ANSWER': 'BEL'}]
  # found 0 program(s)
# (t=9.96) fallback i=21, candidate=[{'ANSWER': 'CAN'}]
  # found 0 program(s)
# (t=10.42) fallback i=22, candidate=[{'ANSWER': 'CHE'}]
  # found 0 program(s)
# (t=10.87) fallback i=23, candidate=[{'ANSWER': 'DEU'}]
  # found 0 program(s)
# (t=11.33) fallback i=24, candidate=[{'ANSWER': 'DNK'}]
  # found 0 program(s)
# (t=11.78) fallback i=25, candidate=[{'ANSWER': 'ESP'}]
  # found 0 program(s)
# (t=12.24) fallback i=26, candidate=[{'ANSWER': 'FIN'}]
  # found 0 program(s)
# (t=12.70) fallback i=27, candidate=[{'ANSWER': 'FRA'}]
  # found 0 program(s)
# (t=13.15) fallback i=28, candidate=[{'ANSWER': 'GBR'}]
  # found 0 program(s)
# (t=13.61) fallback i=29, candidate=[{'ANSWER': 'IRL'}]
  # found 0 program(s)
# (t=14.06) fallback i=30, candidate=[{'ANSWER': 'ITA'}]
  # found 0 program(s)
# (t=14.51) fallback i=31, candidate=[{'ANSWER': 'JPN'}]
  # found 0 program(s)
# (t=14.96) fallback i=32, candidate=[{'ANSWER': 'KOR'}]
  # found 0 program(s)
# (t=15.41) fallback i=33, candidate=[{'ANSWER': 'NLD'}]
  # found 0 program(s)
# (t=15.86) fallback i=34, candidate=[{'ANSWER': 'NOR'}]
  # found 0 program(s)
# (t=16.32) fallback i=35, candidate=[{'ANSWER': 'PRT'}]
  # found 0 program(s)
# (t=16.77) fallback i=36, candidate=[{'ANSWER': 'SWE'}]
  # found 0 program(s)
# (t=17.22) fallback i=37, candidate=[{'ANSWER': 'USA'}]
  # found 0 program(s)
# (t=17.67) fallback i=38, candidate=[{'ANSWER': 'blue'}]
  # found 0 program(s)
# (t=18.13) fallback i=39, candidate=[{'ANSWER': 'color'}]
  # found 0 program(s)
# (t=18.49) fallback i=40, candidate=[{'ANSWER': 'country'}]
  # found 0 program(s)
# (t=18.84) fallback i=41, candidate=[{'ANSWER': 'rating'}]
  # found 0 program(s)
# ====> fallback strategy (original) is triggered
# ====> use the original TaPas output as answer, which is: ['PRT']

# ========== review report ========== #
